ds;dt;P;V
2019-02-23 17:00;1290;0.8164;5.8
2019-02-23 18:00;1291;0.6211;4.7
2019-02-23 19:00;1292;0.5478;5
2019-02-23 20:00;1293;0.3663;4.2
2019-02-23 21:00;1294;0.3412;3.9
2019-02-23 22:00;1295;0.2792;3.5
2019-02-23 23:00;1296;0.1459;4.3
2019-02-24 00:00;1297;0.0376;3.2
2019-02-24 01:00;1298;0.1426;3.1
2019-02-24 02:00;1299;0.1148;4
2019-02-24 03:00;1300;0.0363;3.2
2019-02-24 04:00;1301;0;2.6
2019-02-24 05:00;1302;0;2.3
2019-02-24 06:00;1303;0;1.7
2019-02-24 07:00;1304;0;2.1
2019-02-24 08:00;1305;0.0119;2.6
2019-02-24 09:00;1306;0.0865;3.1
2019-02-24 10:00;1307;0.0389;3.7
2019-02-24 11:00;1308;0;3
2019-02-24 12:00;1309;0;2
2019-02-24 13:00;1310;0;1.8
2019-02-24 14:00;1311;0;2.5
2019-02-24 15:00;1312;0;2.3
2019-02-24 16:00;1313;0;1.9
2019-02-24 17:00;1314;0;2.3
2019-02-24 18:00;1315;0.0165;3.1
2019-02-24 19:00;1316;0.1439;3.2
2019-02-24 20:00;1317;0.0891;3.5
2019-02-24 21:00;1318;0.0488;3.2
2019-02-24 22:00;1319;0.1459;3.2
2019-02-24 23:00;1320;0.3003;4.7
2019-02-25 00:00;1321;0.1736;3.6
2019-02-25 01:00;1322;0.266;3.2
2019-02-25 02:00;1323;0.4811;3.4
2019-02-25 03:00;1324;1.2936;6
2019-02-25 04:00;1325;0.8758;5.6
2019-02-25 05:00;1326;1.5701;5.9
2019-02-25 06:00;1327;1.3101;6.1
2019-02-25 07:00;1328;1.3715;5.6
2019-02-25 08:00;1329;1.087;5.6
2019-02-25 09:00;1330;0.7286;4.8
2019-02-25 10:00;1331;1.091;5.2
2019-02-25 11:00;1332;0.6422;5.2
2019-02-25 12:00;1333;0.627;4.2
2019-02-25 13:00;1334;0.3808;4.7
2019-02-25 14:00;1335;0.2699;4.3
2019-02-25 15:00;1336;0.0977;3.9
2019-02-25 16:00;1337;0;2.7
2019-02-25 17:00;1338;0;1.6
2019-02-25 18:00;1339;0;2.6
2019-02-25 19:00;1340;0.0409;2.2
2019-02-25 20:00;1341;0.161;3.9
2019-02-25 21:00;1342;0.557;3.6
2019-02-25 22:00;1343;1.4362;5.5
2019-02-25 23:00;1344;0.7696;6
2019-02-26 00:00;1345;0.9788;5.4
2019-02-26 01:00;1346;1.1042;5.9
2019-02-26 02:00;1347;0.9992;5.9
2019-02-26 03:00;1348;0.9814;5.4
2019-02-26 04:00;1349;0.3392;4.9
2019-02-26 05:00;1350;0.0634;3.5
2019-02-26 06:00;1351;0.0317;2.9
2019-02-26 07:00;1352;0.004;3.1
2019-02-26 08:00;1353;0;2.8
2019-02-26 09:00;1354;0.0007;2.5
2019-02-26 10:00;1355;0;2.5
2019-02-26 11:00;1356;0;2.6
2019-02-26 12:00;1357;0;2.8
2019-02-26 13:00;1358;0.1393;3.4
2019-02-26 14:00;1359;0.2521;3.8
2019-02-26 15:00;1360;0.2317;3.9
2019-02-26 16:00;1361;0.3452;3.4
2019-02-26 17:00;1362;0.3432;4.7
2019-02-26 18:00;1363;0.2092;4.1
2019-02-26 19:00;1364;0.101;3.6
2019-02-26 20:00;1365;0.0218;3.1
2019-02-26 21:00;1366;0.1346;3.1
2019-02-26 22:00;1367;0.1736;3.4
2019-02-26 23:00;1368;0.2699;4.2
2019-02-27 00:00;1369;0.2066;3.9
2019-02-27 01:00;1370;0.194;3.1
2019-02-27 02:00;1371;0.1558;4.1
2019-02-27 03:00;1372;0.1795;4.1
2019-02-27 04:00;1373;0.167;3.6
2019-02-27 05:00;1374;0.2897;3.8
2019-02-27 06:00;1375;0.4534;3.9
2019-02-27 07:00;1376;0.2798;4.3
2019-02-27 08:00;1377;0.1538;3.6
2019-02-27 09:00;1378;0.0752;3.1
2019-02-27 10:00;1379;0.429;3.8
2019-02-27 11:00;1380;0.6184;4.2
2019-02-27 12:00;1381;1.4216;5.4
2019-02-27 13:00;1382;2.8327;6.8
2019-02-27 14:00;1383;2.0942;8
2019-02-27 15:00;1384;1.2368;5.7
2019-02-27 16:00;1385;1.8209;6.5
2019-02-27 17:00;1386;2.042;6.2
2019-02-27 18:00;1387;1.8124;6.8
2019-02-27 19:00;1388;2.7958;6.6
2019-02-27 20:00;1389;1.8711;7.4
2019-02-27 21:00;1390;2.7958;7.4
2019-02-27 22:00;1391;2.9192;7.2
2019-02-27 23:00;1392;2.8189;8
2019-02-28 00:00;1393;2.3852;6.3
2019-02-28 01:00;1394;3.4683;8.6
2019-02-28 02:00;1395;3.9422;9.1
2019-02-28 03:00;1396;3.0136;8.4
2019-02-28 04:00;1397;1.9081;7
2019-02-28 05:00;1398;1.5444;6.7
2019-02-28 06:00;1399;1.1411;5.8
2019-02-28 07:00;1400;0.3782;4.8
2019-02-28 08:00;1401;0.7953;4.5
2019-02-28 09:00;1402;0.8606;5.3
2019-02-28 10:00;1403;0.9986;5
2019-02-28 11:00;1404;1.784;6.8
2019-02-28 12:00;1405;0.9755;6.2
2019-02-28 13:00;1406;0.7755;4.7
2019-02-28 14:00;1407;0.4501;5
2019-02-28 15:00;1408;0.2072;3.9
2019-02-28 16:00;1409;0.0898;3.7
2019-02-28 17:00;1410;0;2.4
2019-02-28 18:00;1411;0;1.8
2019-02-28 19:00;1412;0.0013;2
2019-02-28 20:00;1413;0.0442;3
2019-02-28 21:00;1414;0.1742;3.6
2019-02-28 22:00;1415;0.0416;3.1
2019-02-28 23:00;1416;0.0429;3.1
2019-03-01 00:00;1417;0.1102;2.9
2019-03-01 01:00;1418;0.1571;3.5
2019-03-01 02:00;1419;0.0495;2.9
2019-03-01 03:00;1420;0.0271;2.7
2019-03-01 04:00;1421;0.0053;3.3
2019-03-01 05:00;1422;0.0086;2.3
2019-03-01 06:00;1423;0.0007;3
2019-03-01 07:00;1424;0.0429;3.1
2019-03-01 08:00;1425;0.3386;3.9
2019-03-01 09:00;1426;0.5366;4.3
2019-03-01 10:00;1427;0.9953;4.9
2019-03-01 11:00;1428;1.3966;5.7
2019-03-01 12:00;1429;0.8217;5.5
2019-03-01 13:00;1430;0.8224;5
2019-03-01 14:00;1431;0.7379;5.1
2019-03-01 15:00;1432;0.6151;4.8
2019-03-01 16:00;1433;0.7148;4.7
2019-03-01 17:00;1434;0.5584;5
2019-03-01 18:00;1435;0.3736;3.7
2019-03-01 19:00;1436;0.6765;4.4
2019-03-01 20:00;1437;1.0699;5.3
2019-03-01 21:00;1438;1.3926;6.1
2019-03-01 22:00;1439;1.2111;6.6
2019-03-01 23:00;1440;1.0646;5.9
2019-03-02 00:00;1441;0.7273;5.3
2019-03-02 01:00;1442;0.5577;5.1
2019-03-02 02:00;1443;0.3505;4.7
2019-03-02 03:00;1444;0.3274;3.7
2019-03-02 04:00;1445;0.7762;4.6
2019-03-02 05:00;1446;1.4164;5.3
2019-03-02 06:00;1447;1.8388;6.1
2019-03-02 07:00;1448;2.6182;7.3
2019-03-02 08:00;1449;2.1747;7.5
2019-03-02 09:00;1450;1.7728;6.4
2019-03-02 10:00;1451;2.0744;6.6
2019-03-02 11:00;1452;1.8421;6.7
2019-03-02 12:00;1453;1.6025;6.4
2019-03-02 13:00;1454;1.1464;6.1
2019-03-02 14:00;1455;0.9504;5.1
2019-03-02 15:00;1456;1.1748;5.6
2019-03-02 16:00;1457;1.3312;6.1
2019-03-02 17:00;1458;0.5412;5.4
2019-03-02 18:00;1459;0.1498;3.7
2019-03-02 19:00;1460;0.0865;3.6
2019-03-02 20:00;1461;0.1914;3.3
2019-03-02 21:00;1462;0.5993;4.1
2019-03-02 22:00;1463;1.0936;5.3
2019-03-02 23:00;1464;1.3055;6.2
2019-03-03 00:00;1465;1.1009;5.7
2019-03-03 01:00;1466;1.3906;5.6
2019-03-03 02:00;1467;1.1893;5.7
2019-03-03 03:00;1468;1.3695;5.8
2019-03-03 04:00;1469;2.2572;6.3
2019-03-03 05:00;1470;2.9608;7.3
2019-03-03 06:00;1471;3.3053;7.7
2019-03-03 07:00;1472;4.1184;8.7
2019-03-03 08:00;1473;3.9039;8.2
2019-03-03 09:00;1474;3.8531;8.4
2019-03-03 10:00;1475;2.8901;7.9
2019-03-03 11:00;1476;2.6004;7.1
2019-03-03 12:00;1477;3.106;6.9
2019-03-03 13:00;1478;4.3078;8.2
2019-03-03 14:00;1479;3.7297;10
2019-03-03 15:00;1480;2.9951;7.4
2019-03-03 16:00;1481;2.1153;7.3
2019-03-03 17:00;1482;1.6975;6.5
2019-03-03 18:00;1483;0.6904;5.1
2019-03-03 19:00;1484;0.5881;4.9
2019-03-03 20:00;1485;0.79;4.5
2019-03-03 21:00;1486;1.9628;6.2
2019-03-03 22:00;1487;2.4532;6.9
2019-03-03 23:00;1488;2.6202;6.5
2019-03-04 00:00;1489;3.6432;7.9
2019-03-04 01:00;1490;2.6044;8.4
2019-03-04 02:00;1491;3.1515;6.7
2019-03-04 03:00;1492;1.7662;6.9
2019-03-04 04:00;1493;1.2276;5.9
2019-03-04 05:00;1494;2.0935;5.9
2019-03-04 06:00;1495;0.9781;5.6
2019-03-04 07:00;1496;1.2639;5.2
2019-03-04 08:00;1497;1.188;5.7
2019-03-04 09:00;1498;1.2316;5.1
2019-03-04 10:00;1499;0.961;5.7
2019-03-04 11:00;1500;0.4303;3.9
2019-03-04 12:00;1501;0.46;4.5
2019-03-04 13:00;1502;0.8296;4.5
2019-03-04 14:00;1503;0.8329;5.2
2019-03-04 15:00;1504;0.4706;4.8
2019-03-04 16:00;1505;0.1188;3.4
2019-03-04 17:00;1506;0.2013;3.8
2019-03-04 18:00;1507;0.1485;3.6
2019-03-04 19:00;1508;0.0541;3.6
2019-03-04 20:00;1509;0.3181;3.1
2019-03-04 21:00;1510;0.2739;4.4
2019-03-04 22:00;1511;0.1709;3.5
2019-03-04 23:00;1512;0.0013;3
2019-03-05 00:00;1513;0.0066;2.6
2019-03-05 01:00;1514;0.0422;3.1
2019-03-05 02:00;1515;0.0033;3.2
2019-03-05 03:00;1516;0.0073;0.4
2019-03-05 04:00;1517;0.0026;3.4
2019-03-05 05:00;1518;0.1769;2.4
2019-03-05 06:00;1519;0.0106;3.5
2019-03-05 07:00;1520;0;2
2019-03-05 08:00;1521;0.0251;2.5
2019-03-05 09:00;1522;0.0191;2.5
2019-03-05 10:00;1523;0.0013;3.3
2019-03-05 11:00;1524;0;1.9
2019-03-05 12:00;1525;0;2.2
2019-03-05 13:00;1526;0;1.2
2019-03-05 14:00;1527;0;0.7
2019-03-05 15:00;1528;0;2.3
2019-03-05 16:00;1529;0.1228;1.9
2019-03-05 17:00;1530;0.4646;4.6
2019-03-05 18:00;1531;0.332;3.9
2019-03-05 19:00;1532;0.5663;4
2019-03-05 20:00;1533;0.7022;5
2019-03-05 21:00;1534;0.3953;5
2019-03-05 22:00;1535;0.4;4
2019-03-05 23:00;1536;0.4646;4.3
2019-03-06 00:00;1537;0.6963;6.3
2019-03-06 01:00;1538;0.3993;3.6
2019-03-06 02:00;1539;0.3637;4.8
2019-03-06 03:00;1540;0.1967;4.1
2019-03-06 04:00;1541;0.3914;3.4
2019-03-06 05:00;1542;1.6493;5
2019-03-06 06:00;1543;2.5773;7
2019-03-06 07:00;1544;2.5509;7
2019-03-06 08:00;1545;1.8341;7.4
2019-03-06 09:00;1546;1.549;6
2019-03-06 10:00;1547;1.549;6.3
2019-03-06 11:00;1548;1.2448;5.3
2019-03-06 12:00;1549;1.7866;6.4
2019-03-06 13:00;1550;2.248;6.3
2019-03-06 14:00;1551;1.8896;6.9
2019-03-06 15:00;1552;1.4197;5.6
2019-03-06 16:00;1553;1.3325;6.2
2019-03-06 17:00;1554;0.6046;5.2
2019-03-06 18:00;1555;0.0607;3.9
2019-03-06 19:00;1556;0.13;3.1
2019-03-06 20:00;1557;0.3577;3.8
2019-03-06 21:00;1558;0.691;4
2019-03-06 22:00;1559;0.6719;5.4
2019-03-06 23:00;1560;2.2222;5.5
2019-03-07 00:00;1561;0.5973;6.6
2019-03-07 01:00;1562;1.0883;4.6
2019-03-07 02:00;1563;0.6983;4.9
2019-03-07 03:00;1564;0.3445;4.5
2019-03-07 04:00;1565;0.4719;3.9
2019-03-07 05:00;1566;0.7003;4.7
2019-03-07 06:00;1567;0.887;5.6
2019-03-07 07:00;1568;0.8197;5.5
2019-03-07 08:00;1569;0.8257;5.2
2019-03-07 09:00;1570;0.7187;5.6
2019-03-07 10:00;1571;0.7517;4.8
2019-03-07 11:00;1572;1.2553;5.9
2019-03-07 12:00;1573;1.3999;5.8
2019-03-07 13:00;1574;1.0639;5.6
2019-03-07 14:00;1575;1.2672;5.7
2019-03-07 15:00;1576;1.4876;5.8
2019-03-07 16:00;1577;1.1814;6.2
2019-03-07 17:00;1578;0.8745;5.5
2019-03-07 18:00;1579;1.0105;4.8
2019-03-07 19:00;1580;2.2559;6.1
2019-03-07 20:00;1581;2.7205;7.4
2019-03-07 21:00;1582;3.5845;7.4
2019-03-07 22:00;1583;3.2201;7.6
2019-03-07 23:00;1584;3.9956;8
2019-03-08 00:00;1585;4.1382;9.4
2019-03-08 01:00;1586;4.0379;8.7
2019-03-08 02:00;1587;4.2412;9.3
2019-03-08 03:00;1588;3.139;8.6
2019-03-08 04:00;1589;1.7596;7
2019-03-08 05:00;1590;2.0671;6.1
2019-03-08 06:00;1591;1.9384;6.6
2019-03-08 07:00;1592;1.949;6.7
2019-03-08 08:00;1593;1.7807;5.9
2019-03-08 09:00;1594;2.1331;6.8
2019-03-08 10:00;1595;2.2268;6.4
2019-03-08 11:00;1596;3.432;7.7
2019-03-08 12:00;1597;3.0202;8
2019-03-08 13:00;1598;2.6981;7.4
2019-03-08 14:00;1599;2.5047;6.4
2019-03-08 15:00;1600;2.1727;6.6
2019-03-08 16:00;1601;2.1503;6.6
2019-03-08 17:00;1602;2.1496;6.7
2019-03-08 18:00;1603;2.7271;7
2019-03-08 19:00;1604;1.9668;6.6
2019-03-08 20:00;1605;3.0195;7.5
2019-03-08 21:00;1606;2.2354;7.9
2019-03-08 22:00;1607;1.0976;6.4
2019-03-08 23:00;1608;0.4871;5.1
2019-03-09 00:00;1609;0.1683;3.8
2019-03-09 01:00;1610;0.0502;3.7
2019-03-09 02:00;1611;0;2.7
2019-03-09 03:00;1612;0;2.4
2019-03-09 04:00;1613;0;2.4
2019-03-09 05:00;1614;0;1.6
2019-03-09 06:00;1615;0;2.5
2019-03-09 07:00;1616;0;2.5
2019-03-09 08:00;1617;0;0.6
2019-03-09 09:00;1618;0;0.2
2019-03-09 10:00;1619;0;1.9
2019-03-09 11:00;1620;0.0218;2.5
2019-03-09 12:00;1621;0.1485;3.6
2019-03-09 13:00;1622;0.1379;4.1
2019-03-09 14:00;1623;0.0865;3.5
2019-03-09 15:00;1624;0.0647;2.8
2019-03-09 16:00;1625;0.1987;3.5
2019-03-09 17:00;1626;0.2145;3.7
2019-03-09 18:00;1627;0.0634;4.1
2019-03-09 19:00;1628;0.0277;3.5
2019-03-09 20:00;1629;0.0686;2.4
2019-03-09 21:00;1630;0.161;2.8
2019-03-09 22:00;1631;0.2079;3.7
2019-03-09 23:00;1632;0.4963;3.6
2019-03-10 00:00;1633;0.7517;4.9
2019-03-10 01:00;1634;0.0429;3.3
2019-03-10 02:00;1635;0.1663;3.5
2019-03-10 03:00;1636;2.2064;4.9
2019-03-10 04:00;1637;4.9361;8.3
2019-03-10 05:00;1638;5.4186;9.8
2019-03-10 06:00;1639;5.3684;13
2019-03-10 07:00;1640;5.0642;9.5
2019-03-10 08:00;1641;4.886;9.9
2019-03-10 09:00;1642;5.0246;10.3
2019-03-10 10:00;1643;5.3658;10.4
2019-03-10 11:00;1644;4.9883;10.9
2019-03-10 12:00;1645;5.0761;9.1
2019-03-10 13:00;1646;5.0365;9.8
2019-03-10 14:00;1647;5.6014;10.8
2019-03-10 15:00;1648;5.5592;11.9
2019-03-10 16:00;1649;5.5308;10.9
2019-03-10 17:00;1650;5.1836;10.4
2019-03-10 18:00;1651;5.2114;10.5
2019-03-10 19:00;1652;4.7975;10.1
2019-03-10 20:00;1653;4.8946;10.3
2019-03-10 21:00;1654;4.6411;9.4
2019-03-10 22:00;1655;4.8028;9.9
2019-03-10 23:00;1656;5.0371;10.3
2019-03-11 00:00;1657;3.6689;9.4
2019-03-11 01:00;1658;3.5746;9.1
2019-03-11 02:00;1659;3.5567;7
2019-03-11 03:00;1660;2.7324;8.2
2019-03-11 04:00;1661;1.9219;7.3
2019-03-11 05:00;1662;2.5826;7
2019-03-11 06:00;1663;2.8057;7.6
2019-03-11 07:00;1664;2.4499;7.6
2019-03-11 08:00;1665;2.4176;7.2
2019-03-11 09:00;1666;1.5979;6.8
2019-03-11 10:00;1667;1.5932;5.4
2019-03-11 11:00;1668;1.6553;6.9
2019-03-11 12:00;1669;1.7193;6.7
2019-03-11 13:00;1670;1.3391;6.6
2019-03-11 14:00;1671;1.4764;5.8
2019-03-11 15:00;1672;1.5807;5.7
2019-03-11 16:00;1673;1.7523;6.2
2019-03-11 17:00;1674;1.5873;6.4
2019-03-11 18:00;1675;1.4269;5.7
2019-03-11 19:00;1676;1.5965;5.7
2019-03-11 20:00;1677;2.213;6.9
2019-03-11 21:00;1678;2.0585;7.1
2019-03-11 22:00;1679;2.2387;7.1
2019-03-11 23:00;1680;3.2927;7.9
2019-03-12 00:00;1681;2.3166;7.8
2019-03-12 01:00;1682;1.3959;6.5
2019-03-12 02:00;1683;1.6335;6.2
2019-03-12 03:00;1684;2.4341;6.5
2019-03-12 04:00;1685;2.7568;7.6
2019-03-12 05:00;1686;3.0558;7.6
2019-03-12 06:00;1687;2.9535;7.5
2019-03-12 07:00;1688;3.17;7.6
2019-03-12 08:00;1689;3.4485;7.8
2019-03-12 09:00;1690;2.5113;7.7
2019-03-12 10:00;1691;2.7779;7.1
2019-03-12 11:00;1692;3.3277;7.5
2019-03-12 12:00;1693;3.3528;7.6
2019-03-12 13:00;1694;2.9066;8.1
2019-03-12 14:00;1695;2.6347;6.5
2019-03-12 15:00;1696;2.9245;8.1
2019-03-12 16:00;1697;2.8241;7.4
2019-03-12 17:00;1698;3.1568;7.5
2019-03-12 18:00;1699;2.8453;8.1
2019-03-12 19:00;1700;1.879;6.9
2019-03-12 20:00;1701;2.741;7
2019-03-12 21:00;1702;2.8591;8.6
2019-03-12 22:00;1703;2.374;7.1
2019-03-12 23:00;1704;2.2618;6.1
2019-03-13 00:00;1705;4.2794;8.5
2019-03-13 01:00;1706;4.4497;10.6
2019-03-13 02:00;1707;3.7191;8.9
2019-03-13 03:00;1708;2.8109;7.7
2019-03-13 04:00;1709;1.8328;6.7
2019-03-13 05:00;1710;1.4045;5.7
2019-03-13 06:00;1711;0.8639;6
2019-03-13 07:00;1712;0.59;4.5
2019-03-13 08:00;1713;0.6798;5
2019-03-13 09:00;1714;0.5168;5.2
2019-03-13 10:00;1715;0.7399;5.3
2019-03-13 11:00;1716;0.6468;5
2019-03-13 12:00;1717;0.5511;4.9
2019-03-13 13:00;1718;0.7597;5.4
2019-03-13 14:00;1719;0.664;4.5
2019-03-13 15:00;1720;0.829;4.5
2019-03-13 16:00;1721;0.5669;5.1
2019-03-13 17:00;1722;0.5663;4.2
2019-03-13 18:00;1723;0.563;4.5
2019-03-13 19:00;1724;0.1808;4.3
2019-03-13 20:00;1725;0.163;3.4
2019-03-13 21:00;1726;0.6224;4.2
2019-03-13 22:00;1727;0.5709;4.5
2019-03-13 23:00;1728;0.394;4.3
2019-03-14 00:00;1729;0.5366;4.3
2019-03-14 01:00;1730;0.7313;4.7
2019-03-14 02:00;1731;1.1504;5.8
2019-03-14 03:00;1732;0.8362;5.5
2019-03-14 04:00;1733;1.2085;5.4
2019-03-14 05:00;1734;2.042;6.2
2019-03-14 06:00;1735;2.8538;7.2
2019-03-14 07:00;1736;3.0459;7.2
2019-03-14 08:00;1737;2.6994;7.5
2019-03-14 09:00;1738;2.2202;7.1
2019-03-14 10:00;1739;1.5596;6.6
2019-03-14 11:00;1740;1.8559;6.2
2019-03-14 12:00;1741;1.5906;6.4
2019-03-14 13:00;1742;2.114;6.6
2019-03-14 14:00;1743;2.4869;6.9
2019-03-14 15:00;1744;2.2321;7
2019-03-14 16:00;1745;2.5007;7.5
2019-03-14 17:00;1746;1.8394;6.3
2019-03-14 18:00;1747;1.1194;6.3
2019-03-14 19:00;1748;0.8791;5.2
2019-03-14 20:00;1749;1.6328;5.6
2019-03-14 21:00;1750;2.8631;7
2019-03-14 22:00;1751;3.0683;8.7
2019-03-14 23:00;1752;2.9825;7.6
2019-03-15 00:00;1753;2.7753;8.1
2019-03-15 01:00;1754;1.4025;7
2019-03-15 02:00;1755;1.0111;5.9
2019-03-15 03:00;1756;0.9953;5.5
2019-03-15 04:00;1757;0.9273;5.5
2019-03-15 05:00;1758;0.7715;4.8
2019-03-15 06:00;1759;1.3042;5.8
2019-03-15 07:00;1760;2.4374;6
2019-03-15 08:00;1761;3.0261;7.6
2019-03-15 09:00;1762;3.201;7.2
2019-03-15 10:00;1763;3.1601;7.7
2019-03-15 11:00;1764;2.0962;8.3
2019-03-15 12:00;1765;2.842;6.7
2019-03-15 13:00;1766;2.3318;6.8
2019-03-15 14:00;1767;2.0902;6.7
2019-03-15 15:00;1768;1.3695;6.2
2019-03-15 16:00;1769;1.3999;5.5
2019-03-15 17:00;1770;1.9925;5.5
2019-03-15 18:00;1771;1.9787;6.7
2019-03-15 19:00;1772;1.4216;6.1
2019-03-15 20:00;1773;1.2494;5.9
2019-03-15 21:00;1774;1.027;5.8
2019-03-15 22:00;1775;1.4045;6.1
2019-03-15 23:00;1776;0.6376;5.5
2019-03-16 00:00;1777;0.5155;4.5
2019-03-16 01:00;1778;0.9339;5.5
2019-03-16 02:00;1779;0.9761;5.1
2019-03-16 03:00;1780;2.0104;5.5
2019-03-16 04:00;1781;2.7383;7.4
2019-03-16 05:00;1782;2.7944;7.6
2019-03-16 06:00;1783;3.2485;7.4
2019-03-16 07:00;1784;3.9263;9.2
2019-03-16 08:00;1785;2.0922;7.9
2019-03-16 09:00;1786;2.9231;6.3
2019-03-16 10:00;1787;4.0643;8.9
2019-03-16 11:00;1788;2.6479;7.8
2019-03-16 12:00;1789;1.6969;6.5
2019-03-16 13:00;1790;1.9648;6.4
2019-03-16 14:00;1791;2.1252;6.1
2019-03-16 15:00;1792;3.4571;6.9
2019-03-16 16:00;1793;3.9699;9.2
2019-03-16 17:00;1794;3.4373;7.9
2019-03-16 18:00;1795;3.5825;8.6
2019-03-16 19:00;1796;3.6683;7.9
2019-03-16 20:00;1797;4.9368;10
2019-03-16 21:00;1798;4.915;11.5
2019-03-16 22:00;1799;5.3057;11.4
2019-03-16 23:00;1800;5.2648;12.6
2019-03-17 00:00;1801;5.3031;11.7
2019-03-17 01:00;1802;5.2701;11.2
2019-03-17 02:00;1803;5.2008;17.7
2019-03-17 03:00;1804;5.1005;10.4
2019-03-17 04:00;1805;4.9427;10.6
2019-03-17 05:00;1806;4.4722;9.4
2019-03-17 06:00;1807;4.7659;9.6
2019-03-17 07:00;1808;4.3481;9.2
2019-03-17 08:00;1809;4.3369;9.2
2019-03-17 09:00;1810;4.2953;8.6
2019-03-17 10:00;1811;3.8386;9.4
2019-03-17 11:00;1812;3.7567;8.4
2019-03-17 12:00;1813;3.5653;8
2019-03-17 13:00;1814;3.1997;8.6
2019-03-17 14:00;1815;4.0663;8.6
2019-03-17 15:00;1816;4.3626;8.4
2019-03-17 16:00;1817;4.1712;9.7
2019-03-17 17:00;1818;3.6795;9.5
2019-03-17 18:00;1819;4.0775;8.7
2019-03-17 19:00;1820;4.3329;9.3
2019-03-17 20:00;1821;4.5085;9
2019-03-17 21:00;1822;4.8543;10.6
2019-03-17 22:00;1823;4.4326;9.4
2019-03-17 23:00;1824;5.0127;11.4
2019-03-18 00:00;1825;5.3057;9.4
2019-03-18 01:00;1826;5.4509;10.4
2019-03-18 02:00;1827;5.342;11
2019-03-18 03:00;1828;5.5084;11.1
2019-03-18 04:00;1829;4.8998;10.3
2019-03-18 05:00;1830;3.2571;8.9
2019-03-18 06:00;1831;4.2365;7.5
2019-03-18 07:00;1832;5.3717;9
2019-03-18 08:00;1833;5.0965;11.8
2019-03-18 09:00;1834;3.8392;8.9
2019-03-18 10:00;1835;3.0624;7.9
2019-03-18 11:00;1836;3.0433;7.7
2019-03-18 12:00;1837;3.762;9
2019-03-18 13:00;1838;2.6664;7.7
2019-03-18 14:00;1839;2.7245;7.5
2019-03-18 15:00;1840;2.3905;7.8
2019-03-18 16:00;1841;2.1496;7.3
2019-03-18 17:00;1842;2.6077;6.9
2019-03-18 18:00;1843;3.5541;6.6
2019-03-18 19:00;1844;3.9461;8.2
2019-03-18 20:00;1845;3.5039;9
2019-03-18 21:00;1846;2.0473;7.7
2019-03-18 22:00;1847;1.4824;6.3
2019-03-18 23:00;1848;1.98;6.1
2019-03-19 00:00;1849;1.3708;5.9
2019-03-19 01:00;1850;1.0184;5.9
2019-03-19 02:00;1851;1.1953;5.1
2019-03-19 03:00;1852;0.9689;5.4
2019-03-19 04:00;1853;0.7187;5.5
2019-03-19 05:00;1854;1.8269;4.2
2019-03-19 06:00;1855;2.4677;8
2019-03-19 07:00;1856;2.0156;7.2
2019-03-19 08:00;1857;2.015;7.1
2019-03-19 09:00;1858;0.9075;6.5
2019-03-19 10:00;1859;0.9788;4.4
2019-03-19 11:00;1860;1.355;6
2019-03-19 12:00;1861;0.9946;6.1
2019-03-19 13:00;1862;0.7814;4.8
2019-03-19 14:00;1863;0.7128;5.2
2019-03-19 15:00;1864;0.4396;4.4
2019-03-19 16:00;1865;0.3729;4.1
2019-03-19 17:00;1866;0.13;4.2
2019-03-19 18:00;1867;0.004;3.2
2019-03-19 19:00;1868;0;2
2019-03-19 20:00;1869;0.103;2.6
2019-03-19 21:00;1870;0.0937;3.5
2019-03-19 22:00;1871;0.2171;2.7
2019-03-19 23:00;1872;0.1346;4.3
2019-03-20 00:00;1873;0.07;3.7
2019-03-20 01:00;1874;0.0145;3.1
2019-03-20 02:00;1875;0;2.4
2019-03-20 03:00;1876;0;2.2
2019-03-20 04:00;1877;0.0218;2.3
2019-03-20 05:00;1878;0.3023;3.4
2019-03-20 06:00;1879;0.0409;3.4
2019-03-20 07:00;1880;0.033;2.8
2019-03-20 08:00;1881;0.0099;3.3
2019-03-20 09:00;1882;0.1241;3.2
2019-03-20 10:00;1883;0.2224;3.2
2019-03-20 11:00;1884;0.0218;3.3
2019-03-20 12:00;1885;0;2.1
2019-03-20 13:00;1886;0;2.1
2019-03-20 14:00;1887;0;1.8
2019-03-20 15:00;1888;0;1.5
2019-03-20 16:00;1889;0;2.4
2019-03-20 17:00;1890;0;1.1
2019-03-20 18:00;1891;0;2.2
2019-03-20 19:00;1892;0;1
2019-03-20 20:00;1893;0;0.3
2019-03-20 21:00;1894;0;1.4
2019-03-20 22:00;1895;0;0.7
2019-03-20 23:00;1896;0.0607;2.3
2019-03-21 00:00;1897;0.0238;3.6
2019-03-21 01:00;1898;0.0488;2.9
2019-03-21 02:00;1899;0.169;3.4
2019-03-21 03:00;1900;0.0739;3.5
2019-03-21 04:00;1901;0;2.5
2019-03-21 05:00;1902;0.0231;3
2019-03-21 06:00;1903;0.1261;3.1
2019-03-21 07:00;1904;0.3828;3.7
2019-03-21 08:00;1905;0.0224;3.2
2019-03-21 09:00;1906;0.1221;3.5
2019-03-21 10:00;1907;0.0026;2.7
2019-03-21 11:00;1908;0;2.9
2019-03-21 12:00;1909;0;1.2
2019-03-21 13:00;1910;0;2.9
2019-03-21 14:00;1911;0.0627;2.8
